"row ID","Argilla","Limo","Sabbia","Scheletro","B01","B02","B03","B04","B05","B06","B07","B08","B09","B10","B11","B12","Classe"
"Row2",56.684906005859375,38.1662483215332,5.148843288421632,0.003000000026077,694.1538461538462,891.6923076923077,1107.076923076923,1419.3076923076924,1638.2307692307695,1804.3076923076924,1990.923076923077,2034.1538461538462,2224.3846153846152,2237,3014.6153846153848,2382.538461538461,"3.0"
"Row3",56.059818267822266,35.88836669921875,8.051814079284668,0.003000000026077,549.9285714285714,785.6428571428571,983.0714285714286,1115.5714285714287,1294.0714285714287,1544.9285714285713,1705.0714285714287,1708.857142857143,1765.7857142857142,1725.7142857142858,2161.5,1716.142857142857,"2.0"
"Row6",46.000835418701165,50.995887756347656,3.003279685974121,0.003000000026077,751.7142857142857,1315.9285714285713,1678.142857142857,1977,2193.5714285714284,2652.3571428571427,2906.785714285714,3020.9285714285716,3072.214285714286,3177.3571428571427,3845.285714285714,3199.785714285714,"2.0"
"Row7",34.435489654541016,57.56560897827149,7.998903274536134,0.003000000026077,637.5,804.75,1111,1410.75,1583.5,1674.875,1762.625,1783.5,1906.125,2059.75,2520.75,2017.375,"2.0"
"Row8",59.99808120727539,38.99837112426758,1.003547668457031,0.003000000026077,744.25,948.9375,1141.75,1298.125,1407.6875,1498.5,1589.0625,1712.625,1677.4375,2280.375,2249.8125,1962.6875,"3.0"
"Row9",65.4818344116211,31.93568992614746,2.582473278045654,0.003000000026077,726.4,853.6,1045.2,1178.1333333333334,1316.3333333333333,1449.8666666666666,1553.9333333333334,1593.9333333333334,1651.5333333333333,1990.2,2153.266666666667,1715.7333333333333,"3.0"
"Row10",29.999488830566406,59.99871063232422,10.001800537109377,0.003000000026077,883.6153846153848,1161.8461538461538,1580.923076923077,1848.3076923076924,2088.3076923076924,2296.5384615384614,2454.230769230769,2577.923076923077,2536.769230769231,2658.769230769231,3379.538461538461,2925.769230769231,"2.0"
"Row12",24.999141693115234,49.99747848510742,25.003381729125977,0.003000000026077,984.6153846153848,1228.076923076923,1601.6153846153845,1915.7692307692305,2109.5384615384614,2414.769230769231,2570.6153846153848,2711.230769230769,2725.923076923077,2799.230769230769,3468.076923076923,3162.846153846154,"2.0"
"Row14",21.99823760986328,50.0024528503418,27.999311447143555,0.003000000026077,886.5714285714286,1235.5714285714287,1630.857142857143,2027,2224.8571428571427,2682.9285714285716,2994.5,2938.6428571428573,3175.214285714286,3658.8571428571427,3815.4285714285716,3399.9285714285716,"2.0"
"Row15",27.999143600463867,58.99747467041016,13.00338077545166,0.003000000026077,1112.3076923076924,1441.6153846153845,1908.076923076923,2318.3846153846152,2544.230769230769,2681.769230769231,2860.538461538461,2991.3846153846152,3014.6153846153848,3089.769230769231,4349,3821.769230769231,"2.0"
"Row16",59.99797821044922,38.99799346923828,1.004025816917419,0.003000000026077,676,855.1666666666666,1143,1311.3333333333333,1746,2080,2304,2349.1666666666665,2547,2526,3217,2509,"2.0"
"Row17",45.10417556762695,49.7545051574707,5.141315937042236,0.003000000026077,859.4615384615385,1028.8461538461538,1312.3076923076924,1502.923076923077,1698.6153846153845,2113.5384615384614,2317.153846153846,2367.846153846154,2391.846153846154,2488.3846153846152,2767.153846153846,2402,"3.0"
